blockchain,amount_coin,amount_usd,hash,from_to,id,date,price,change24h_pct
BTC,48.76722,2024931.9,61330cd820fcce0040ab6d1063b0375922a96e7eea3c4bcf3278df18507282be,exchange-exchange,1830975494,2022-04-20 03:35:34,41439.07,1.72
BTC,137.95,5752913.5,9335256494e27ff2a804d89a0fc219a220fcda4943d164e81606240193ec3dbe,unknown-unknown,1830977191,2022-04-20 03:42:12,41442.92,1.6
BTC,28.300472,1174627.5,f61ce865d3dab67f9d0e5c1e807349d86625b105ac56c53253b6756f295bba2d,unknown-unknown,1830979963,2022-04-20 03:52:51,41458.24,1.82
BTC,39.03,1606772.2,7ed6c87138c6a8fd1c90d0127e276a26f7a54ad572ef03322dcf52221c429df3,exchange-exchange,1830982139,2022-04-20 03:56:57,41461.65,1.84
BTC,82.36772,3417449.8,ea117587cf94c4be6a7afc89268e7e50461776248c2a2d4df71094c7bc9768f8,unknown-unknown,1830984485,2022-04-20 04:05:13,41553.27,2.07
BTC,107.28715,4444152.5,45afd4bf21345bd2742dd1c3dc3f16eaaee9bb084d8dc476fdaa163fbd685688,,,,,
BTC,15.438234,642074.56,Multiple Hashes,unknown-unknown,1830994056,2022-04-20 04:19:00,41370.57,1.64
BTC,28.288376,1174640.6,fa7cdca7324afefc03285fee4e8ac55ab34e12f543524ff147896b072f59f8e8,unknown-unknown,1830994084,2022-04-20 04:26:16,41366.9,1.62
BTC,62.9746,2589996,00e1afd7a8082fdd8fbac1247d70af5dd40cf62508553614bc2afc33a16dbe69,unknown-unknown,1831000429,2022-04-20 04:46:35,41361.49,1.75
BTC,12.916875,531427.7,6a0fdece9ac7ad1ad885ae2a0a69cf7f9bd51ca4602f2335916c7fb0b5250069,exchange-exchange,1831004532,2022-04-20 04:55:12,41361.8,1.66
BTC,38.6,1592428.1,bf1bb0352affe4350c3641ad90d71f8e612bf29ac9f887b93c32e383a0828803,exchange-exchange,1831012432,2022-04-20 05:14:07,41389.84,1.64
BTC,120.09821,4937338,6c70bb2eeccd40e88162d56043d91db7535f8695ad5b3ec70dc78f659d8776a8,unknown-unknown,1831014559,2022-04-20 05:15:06,41374.65,1.57
BTC,28.27161,1172354.1,2bd1e09eb9f751df83c00ca35ac00fafdb0536afb5ee1bca9e9f9bf86a8446a4,unknown-unknown,1831016747,2022-04-20 05:18:34,41411.41,1.54
BTC,13.933348,577720.94,6a03df0fd7eea524810183a7d84e9612f2ee48dcb86de0a6e370534f734d6f05,unknown-unknown,1831017645,2022-04-20 05:21:38,41419.29,1.52
BTC,12.900401,533711.1,Multiple Hashes,unknown-unknown,1831029982,2022-04-20 05:31:00,41431.37,1.46
BTC,12.1351795,502052.6,d5675cf13bade8a3242e586110c0776f2c3bc891cbdc20526e136bca6b1ca70e,exchange-unknown,1831023430,2022-04-20 05:31:30,41431.37,1.46
BTC,64.50978,2662543.2,9bef469d9d1b958674a6e711acfe84b16c3d9bc5fcf521de76e9bcbd32beb444,unknown-unknown,1831030041,2022-04-20 05:34:50,41430.92,1.56
BTC,16.59855,687150.75,Multiple Hashes,unknown-unknown,1831037026,2022-04-20 05:47:00,41459.89,1.77
BTC,28.267742,1171256.6,696098ef96d59116ee934fdccd0fbd846500ff054ca3c7b7a07b10fcf2bbb147,unknown-unknown,1831037036,2022-04-20 05:49:18,41454.8,1.77
BTC,30,1245969.1,724ebbebf5a28e92ecd7366aea20318f4baee5b3f18d41796294754b7e3da716,unknown-unknown,1831039520,2022-04-20 05:57:06,41464.97,1.78
BTC,13.024422,540491.1,80f6070ae4fa059a5844c555a2ca043a9d2e6d564352aefb63c1d069586c2cac,exchange-exchange,1831043909,2022-04-20 06:04:06,41480.18,1.77
BTC,16.351925,676716.44,Multiple Hashes,unknown-unknown,1831051490,2022-04-20 06:17:00,41526.17,2.15
BTC,90,3724606,6c559a8707be8ec1850cdc28eb3ecb83832f4999b639bc8b9eaf0d9afed6acfa,unknown-exchange,1831047434,2022-04-20 06:17:11,41535.7,2.14
BTC,54.8167,2264733.5,863ccb3ac2e8033540964308cd536bd015b38dbc40aa49a83ca89e09d938caac,unknown-exchange,1831051514,2022-04-20 06:25:18,41550.12,2.23
BTC,74.23091,3083621,832807033cac78b71176418cc3e81b80b97d3f9b8eedbe711ec7686c2b96ad6e,exchange-exchange,1831053346,2022-04-20 06:28:06,41544.01,2.09
BTC,135.39185,5624302.5,0f6a57614575905c0a917ead715860094187e124cd7b008d7433ebfb55939698,unknown-unknown,1831053838,2022-04-20 06:28:35,41544.01,2.09
BTC,30.028,1257871.4,68481245d3bf88e48d4f858b3100ad7a66b7e6799f03285aaa10429dcf3e5785,unknown-unknown,1831057895,2022-04-20 06:42:23,41538.01,2.03
BTC,16.393196,683982.56,a09bc63ad4393c0bfeb9a161c6a0c685280713197248177f570af49a1f21714a,unknown-unknown,1831072042,2022-04-20 07:22:38,41816.79,2.6
BTC,28.22045,1177055.8,cf2b0f045a86c86ce13af190496ebcd840c3bee660136f50797923082c37be92,unknown-unknown,1831076253,2022-04-20 07:23:56,41796.36,2.49
BTC,13.022386,547300.6,Multiple Hashes,unknown-unknown,1831084400,2022-04-20 07:34:00,41717.16,2.36
BTC,19.360498,813676.75,6b93808bf540dc173da41edd12a5fa70f8eb6ae221e915963312d0b7bc847196,unknown-unknown,1831081919,2022-04-20 07:34:49,41757.25,2.47
BTC,78.74502,3297455.2,c23eb3b0578c4d6acd3c43d0001ad7921393573cf3b2cae53271906db5f59f28,unknown-unknown,1831084458,2022-04-20 07:37:21,41854.27,2.58
BTC,24.627934,1033414.94,Multiple Hashes,unknown-unknown,1831172176,2022-04-20 11:02:00,41525.29,-0.25
BTC,33.4755,1404668.4,66ca71ff100ab86d2debdb118950a5aab0621d79a7c697a635895ea7261e8c0c,unknown-exchange,1831170076,2022-04-20 11:02:46,41525.29,-0.25
BTC,15012.626,627993700,cc0bcd7033db9256330b7295eba2003598224fdebf06f12d13bac186206f7b09,unknown-unknown,1831172215,2022-04-20 11:03:12,41563.18,0.04
BTC,14.569539,601449.7,Multiple Hashes,unknown-unknown,1831176337,2022-04-20 11:08:00,41703.57,0.37
BTC,14.999,619178.44,5c2fcf348903a24e63abfd62d02eb1ad4cc31e8a8531185cdfa09cfde8e78858,unknown-unknown,1831174030,2022-04-20 11:08:14,41703.57,0.37
BTC,39.855217,1662256.5,9b022ded69f009d51976f43385ae6e697f8255bb88e3c62216529b1cbaf82f61,exchange-exchange,1831176393,2022-04-20 11:13:49,41717.35,0.39
BTC,148,6157696,ff1ef72b81975f97803a2959dd783878f107dfe2001369a6296f46501e87d0ab,exchange-unknown,1831180126,2022-04-20 11:24:36,41592.44,0.01
BTC,19.178337,802187.25,Multiple Hashes,unknown-unknown,1831189125,2022-04-20 11:36:00,41647.32,0.17
BTC,18.865705,786004.06,e85ab7763a84406aae40f7e88f929312b32b25d138ae6d622895ef7f8fdbba25,unknown-unknown,1831189219,2022-04-20 11:41:56,41568.13,-0.1
BTC,19.475351,805762.2,72eae153ec579071c88913810e19def65a6ff78a31f1ff75d512279ab8773311,exchange-exchange,1831190545,2022-04-20 11:43:24,41572.27,-0.1
BTC,64.383514,2684834.5,36b90625df1b64bb25ec56de26a7ea0653c6f3f906943d63a866ee614e12bb82,unknown-unknown,1831193737,2022-04-20 11:52:04,41538.78,-0.23
BTC,18.06016,757590.3,Multiple Hashes,unknown-unknown,1831200243,2022-04-20 11:59:00,41368.67,-0.58
BTC,60.83982,2538470.8,6b3c513a494609c980afae2c58c6928a21855bcf4be924ed1f56cab271d542a5,unknown-unknown,1831200274,2022-04-20 12:03:58,41289.51,-0.9
BTC,29.696463,1232912.9,d54fcb5bb8f6c280c20992e79a04120d14ccd2bdde6000ea0adc02daf372687f,unknown-unknown,1831202675,2022-04-20 12:09:12,41302.93,-0.94
BTC,14.195415,584937.8,5700bd3f44f4cb1a061450a5f7fba83db9a434d5e31f83bbb4f228e5f309992c,unknown-unknown,1831204074,2022-04-20 12:11:20,41278.98,-0.81
BTC,28.974037,1201051.1,a6e02243aa33f73fb6ccf9047f3938b98ba1bcc7c26b74ab625d387e8c420936,exchange-exchange,1831208542,2022-04-20 12:21:47,41130.22,-1.04
BTC,22.777554,938100.44,Multiple Hashes,unknown-unknown,1831216914,2022-04-20 12:33:00,41253.72,-0.49
BTC,55.836952,2299661.8,a27120983ce92e1b8b8618435ac62c2d78af176b2f674868c664fd99a2c99cb8,unknown-unknown,1831213481,2022-04-20 12:33:24,41239.82,-0.51
BTC,12.953617,535274.2,Multiple Hashes,unknown-unknown,1831219339,2022-04-20 12:39:00,41278.07,-0.49
BTC,49.04713,2026743.9,15e4361d9288dd6fbaf3f8b17b56f4d3b8280fa6c153696956d4fc8c14695ca9,exchange-exchange,1831216948,2022-04-20 12:39:10,41302.8,-0.37
BTC,16.56235,680634.25,Multiple Hashes,unknown-unknown,1831221963,2022-04-20 12:46:00,41257.07,-0.56
BTC,54.675735,2246914.5,9c3b2ce9f66df2803b45eaffcfb68b5e280771c06e28c33ce84d4188cff8ed63,unknown-unknown,1831219370,2022-04-20 12:46:55,41253.43,-0.58
BTC,35.099014,1437819.9,7c59a3e755060be871a5b2618e5ad4543140e1bed048dac32ee2705b539af7ff,unknown-unknown,1831222033,2022-04-20 12:50:55,41291.09,-0.42
BTC,27.507679,1136397.1,Multiple Hashes,unknown-unknown,1831229401,2022-04-20 13:09:00,41142.65,-0.8
BTC,54.664474,2258298.5,0844abaaec859af19ab9c76c3aec4ac61eacd65e564188829066d74c84cf2ed7,unknown-unknown,1831226713,2022-04-20 13:09:23,41142.65,-0.8
BTC,45.30723,1869656.2,fb0ca23a2207f83953cda37acf6f6861946b1e4d4b9ffd23ceecc63e74649911,unknown-unknown,1831229481,2022-04-20 13:12:38,41156.76,-0.82
BTC,54.583473,2256473.2,96e0051345dd0848f31131ce72a4e122eb46f1be3b2176a918b1be3fb5869994,unknown-unknown,1831233163,2022-04-20 13:26:59,41287.27,-0.47
BTC,53.845665,2221572.2,1bfd429fd6cf1a6a8a6d8af8eb57c6ef4c0e73f3559e7569106c7409a3923ef9,unknown-unknown,1831237616,2022-04-20 13:43:00,41341.6,-0.09
BTC,13.81026,568377.4,Multiple Hashes,unknown-unknown,1831242789,2022-04-20 13:44:00,41341.6,-0.09
BTC,18,740811.06,c291e0a78e58c34cf30b15bf69132479f5b597326c75aa1628f9f482b7027767,unknown-unknown,1831239964,2022-04-20 13:44:38,41386.41,0.01
BTC,15,616757.94,2053dcc177b733c05a72dd3ed5aa2d805ba0a01df3ca696558b534f7b48f8859,unknown-unknown,1831242794,2022-04-20 13:49:22,41401.66,0.09
BTC,21.926386,903990,Multiple Hashes,unknown-unknown,1831248293,2022-04-20 13:59:00,41473.95,0.27
BTC,24.989185,1030264.4,ff97518340d7a55c283cdc961379061748b4e0dd868cd543b31df2ba79119702,exchange-exchange,1831245573,2022-04-20 13:59:44,41436.64,0.21
BTC,47.096115,1952261.6,9a7207e6b39c5293c38db43a18c8856f3c721ce35bce9f21a48fd8d00fc8899c,exchange-exchange,1831248347,2022-04-20 14:04:15,41367.07,0.22
BTC,16.574625,683958.06,Multiple Hashes,unknown-unknown,1831254981,2022-04-20 14:19:00,41332.39,0.08
BTC,12.326813,508670.5,fd17d5d4b021ca1616b523662bc541cf3cec8102f7bb6fdd6ec14ff31c34cb32,unknown-exchange,1831253761,2022-04-20 14:19:58,41332.39,0.08
BTC,16.199812,669562.1,cc75fa2dae0b8e5e25832a4a4e432d4a3753713eeef1b75940207e12b46c5183,unknown-unknown,1831255010,2022-04-20 14:21:37,41363.58,0.3
BTC,27.753878,1150385.8,Multiple Hashes,unknown-unknown,1831262782,2022-04-20 14:44:00,41407.62,0.07
BTC,17.778477,736909.8,25ba672ba7a490caeeb60b60f5352123bcec4352044a286fa3e6064c07c622c6,unknown-unknown,1831259881,2022-04-20 14:44:06,41407.62,0.07
BTC,24.594791,1021051.94,Multiple Hashes,unknown-unknown,1831265866,2022-04-20 14:49:00,41332.8,-0.03
BTC,23.99999,996358.8,cf760c7cb0aaf81dfc6bf0071b29d96a2a473ac1f71dc12fb316bf10b3c32df2,unknown-unknown,1831262819,2022-04-20 14:49:08,41332.8,-0.03
BTC,56.906902,2364973,5104b29107fa6c3e39a4a643f8cbefedd14cd1817282ae45665b3347e2cff08a,unknown-unknown,1831265895,2022-04-20 14:54:00,41329.63,-0.1
BTC,44.439426,1837306.2,59791b96d71c6bff2e75a981c5008cd1a45248f81a34f88a2d99e8fa69783daf,exchange-exchange,1831267890,2022-04-20 15:01:39,41314.82,-0.13
BTC,86.46112,3561910.5,0666649f6b338923f5f674a96f5eed365751120571a27138cf82c7e4fcb69b61,unknown-unknown,1831271670,2022-04-20 15:21:15,41201.34,-0.52
BTC,27.183002,1125199.8,Multiple Hashes,unknown-unknown,1831278386,2022-04-20 15:34:00,40975.96,-1.17
BTC,44.401867,1837948.9,fae62b1a76e6f874a74bc5b9e430feabe42695f7d1c12a1d714e3bad79f1417b,exchange-exchange,1831275723,2022-04-20 15:34:29,40975.96,-1.17
BTC,59.984604,2470524.5,811dbfbf35d4809168e1cf990a1807ed71ef0b0cae14eea562228862fd0e8d6d,unknown-unknown,1831278423,2022-04-20 15:40:56,41037.21,-0.89
BTC,18.778069,771064.3,Multiple Hashes,unknown-unknown,1831284066,2022-04-20 15:51:00,40938.54,-1.17
BTC,27.763395,1140019.4,dbe17ae08312a6a6707a97937de6fd08ffc0c90717200dfdaff95718c1e3492f,unknown-unknown,1831281835,2022-04-20 15:51:30,40988.05,-1.04
BTC,167.59866,6841958,243ae40f2a7458e83f52de3e386ce9bede88a57c36840b7ddd0102ca3cb01625,unknown-unknown,1831284081,2022-04-20 15:52:47,40988.05,-1.04
BTC,16.733334,687168.75,eb158ce8a819384f6fc0e7421d6c254e7e58ebad1b66f7d1f11bd8fad5333d4f,unknown-unknown,1831285276,2022-04-20 15:54:59,41005.07,-1.05
BTC,59.97688,2468922,e87a79248176746cbec03d3e50c494ee84710ef35e43ccbc7189b660cf6e1529,unknown-unknown,1831287992,2022-04-20 16:10:02,41155.87,-0.83
BTC,28.780128,1182779.1,Multiple Hashes,unknown-unknown,1831292074,2022-04-20 16:10:00,41154.35,-0.83
BTC,2112.3896,86556150,143e5ac80410c59e34f372f1cf7492e9784364917da76af0c10027ce3cbaa60e,unknown-unknown,1831290251,2022-04-20 16:10:33,41176.28,-0.93
BTC,59.45006,2453145.2,4f0131983df6140e8b6b5c56baf3a66c8c98e534f3888f65d43cb9572be37cbb,unknown-unknown,1831292096,2022-04-20 16:17:36,41179.13,-0.84
BTC,41.618446,1720555.1,20e04745ff111b9de47682c04a2501a1ec1ab52b798e6c89f3f2123cdc5e6b04,exchange-exchange,1831293732,2022-04-20 16:21:44,41206.41,-0.74
BTC,28.67851,1181148.2,Multiple Hashes,unknown-unknown,1831299351,2022-04-20 16:37:00,41212.57,-0.64
BTC,235.81845,9712378,545873d3f0413b0316414e6909e3e9f574f22eba7334761691301142f062757f,unknown-unknown,1831296472,2022-04-20 16:37:34,41214.81,-0.52
BTC,17.680471,728413.7,Multiple Hashes,unknown-unknown,1831301880,2022-04-20 16:45:00,41194.5,-0.79
BTC,94.89985,3909757,c6725ac809dc308a1aecf6aaa5d142152f2fcf4d64b4f4828f649348c20b7744,unknown-unknown,1831299376,2022-04-20 16:45:29,41229.22,-0.68
BTC,38.40655,1573126.6,71d863ab98446f11b30d826215d48b75d8f897fe742b44e76958fd1e036ea074,exchange-exchange,1831301899,2022-04-20 16:48:45,41211.0,-0.49
BTC,90.28485,3751732.5,a98e81fb94cfa10d6be8e5c5c96dd489a3a1f1536bd006632ddf5426bbb1a0fe,unknown-unknown,1831347417,2022-04-20 19:29:43,41501.37,0.24
BTC,13,535866.75,db25dff140ad80ba55e9fe198617fd91ebcd3abbb5cce9d0da6129981687e4ef,unknown-unknown,1831350389,2022-04-20 19:45:14,41551.35,0.37
BTC,40.68,1674247.9,8c019b0bd792b610a51013e0ddb804ffdb179bc6854ba4329be60676c10a44cb,unknown-unknown,1831359962,2022-04-20 20:44:06,41385.94,-0.24
BTC,36.85357,1516765.2,Multiple Hashes,unknown-unknown,1831362553,2022-04-20 20:44:00,41424.57,-0.25
BTC,40.68,1674247.9,8c019b0bd792b610a51013e0ddb804ffdb179bc6854ba4329be60676c10a44cb,unknown-unknown,1831359962,2022-04-20 20:44:06,41410.61,-0.3
BTC,81.003,3374147.5,0eaeb357a378f746e65908999fbc2e65e74509ca96e2e1a569e962d2d30be6c6,exchange-exchange,1831362606,2022-04-20 20:49:57,41376.54,-0.33
BTC,34.07494,1397370.1,4392ce1c760052958e9beff7a219e3c5692423ec57da320c3a26ae835c44f07c,unknown-unknown,1831366105,2022-04-20 21:02:18,41449.16,-0.04
BTC,36.879364,1512745.2,Multiple Hashes,unknown-unknown,1831370330,2022-04-20 21:02:00,41449.16,-0.04
BTC,34.07494,1397370.1,4392ce1c760052958e9beff7a219e3c5692423ec57da320c3a26ae835c44f07c,unknown-unknown,1831366105,2022-04-20 21:02:18,41450.89,-0.07
BTC,12.309724,505122.28,630924530631f761ca32f2a2fa2714519a9d598fcd7812afb90a51ee31d2ecf8,unknown-unknown,1831368270,2022-04-20 21:02:34,41446.26,-0.1
BTC,118.860756,4921723.5,ae9192fc558d334fbfce24c6b517afd5cc5ce371505973b57f7a45aaa2cca101,unknown-unknown,1831370432,2022-04-20 21:10:14,41483.71,-0.11
BTC,12.910095,535381.9,Multiple Hashes,unknown-unknown,1831374259,2022-04-20 21:19:00,41442.25,0.39
BTC,95.67848,3967788.5,51f165f16b638ddbbe26fcea75cb7100c71ea91544430f3f65fa89e62c933273,unknown-unknown,1831372594,2022-04-20 21:19:03,41465.83,0.36
BTC,95.90759,3990850.2,f53c68715d7ec3526acf727d05bae7a4c908d18ecff19cd3923ada709203c08e,unknown-unknown,1831374280,2022-04-20 21:23:36,41515.66,0.34
BTC,13.565106,561214.75,aedf66181d34d4fe216abefcf26bfda3d629c7b7bfc60230197f6d02eebdb129,unknown-unknown,1831375361,2022-04-20 21:27:40,41510.14,0.36
BTC,41.460377,1721389.1,198e4c1ae60f983279ad4a3fdf89dc54307e6557974c297c0c846d110c0e6bc7,exchange-exchange,1831375882,2022-04-20 21:27:53,41507.1,0.29
BTC,191.4732,7946688.5,2982eefef08f8c1c1d8558737587ea15fca466fa7c61c68369a09fa61a9a6467,unknown-unknown,1831377882,2022-04-20 21:39:54,41576.63,0.52
BTC,24.245949,1004865.06,5390da824e5f54fffbf04bd9e74596069f0e5ae321426582793447f14bd014cc,exchange-exchange,1831380317,2022-04-20 21:48:53,41558.3,0.5
BTC,95.56212,3961142.8,3da536649f5dc8837417d82fdeea7186b0aae1ae2619bf44943c58d0e4bdc350,unknown-unknown,1831382190,2022-04-20 21:54:18,41561.6,0.6
BTC,19.36569,801064.94,Multiple Hashes,unknown-unknown,1831388422,2022-04-20 22:10:00,41506.99,0.52
BTC,95.55993,3952852.2,a665485f2e24882503c69ace140803976e986d2c01e2f99d2e978fa3c8b842c9,unknown-unknown,1831385523,2022-04-20 22:10:55,41494.8,0.57
BTC,24.53701,1016161.25,5b673525a4616e18cb992646597a9a78cea120585eb01f35978ff02bde00d937,unknown-unknown,1831388465,2022-04-20 22:16:36,41561.56,0.55
