,blockchain,amount_coin,amount_usd,from_to,id,date
515,USDC,2999965,2999965,exchange-exchange,1787086514,2022-01-24 00:30:00
516,USDT,569648,569648,unknown-unknown,1787086382,2022-01-24 00:30:31
517,USDT,561351.9,561351.9,unknown-exchange,1787086665,2022-01-24 00:30:50
518,USDT,922205.4,922205.4,unknown-exchange,1787086689,2022-01-24 00:31:14
519,BTC,22.254778,785153.3,unknown-unknown,1787090351,2022-01-24 00:31:27
520,BTC,45.558212,1607303.5,exchange-exchange,1787087145,2022-01-24 00:32:04
521,USDT,3000000,3000000,unknown-unknown,1787087087,2022-01-24 00:32:41
522,USDT,4000000,4000000,unknown-exchange,1787086913,2022-01-24 00:33:05
523,USDT,7000000,7000000,unknown-exchange,1787089214,2022-01-24 00:33:12
524,USDT,1501590,1501590,unknown-unknown,1787089246,2022-01-24 00:33:18
525,USDT,681686.4,681686.4,unknown-exchange,1787089524,2022-01-24 00:34:26
526,BTT,9459877000,19923802,unknown-unknown,1787089527,2022-01-24 00:35:15
527,USDT,1151944.9,1151944.9,unknown-exchange,1787089760,2022-01-24 00:35:21
528,USDT,1852075.5,1852075.5,unknown-unknown,1787089824,2022-01-24 00:35:34
529,USDT,1852075.5,1852075.5,unknown-exchange,1787089869,2022-01-24 00:35:46
530,USDC,5000000,5000000,exchange-unknown,1787089898,2022-01-24 00:36:11
531,ETH,299.03,736624.9,exchange-exchange,1787089978,2022-01-24 00:36:29
532,USDT,567205.4,567205.4,exchange-unknown,1787089923,2022-01-24 00:36:41
533,USDT,1000000,1000000,unknown-unknown,1787090179,2022-01-24 00:36:48
534,HUSD,582866.4,582866.4,unknown-unknown,1787090220,2022-01-24 00:37:18
535,USDT,1805000,1805000,unknown-unknown,1787091064,2022-01-24 00:37:43
536,BTC,24.81106,881488.8,unknown-unknown,1787090382,2022-01-24 00:38:08
537,USDT,1000000,1000000,unknown-unknown,1787091173,2022-01-24 00:38:39
538,USDT,500000,500000,unknown-unknown,1787091272,2022-01-24 00:39:28
539,YFI,83.476425,2017060.9,exchange-exchange,1787091490,2022-01-24 00:39:40
540,HUSD,582866.4,582866.4,unknown-exchange,1787091608,2022-01-24 00:40:36
541,ETH,299.05,737582.06,exchange-exchange,1787091719,2022-01-24 00:40:49
542,USDT,999965,999965,exchange-unknown,1787092032,2022-01-24 00:41:38
543,HUSD,582866.4,582866.4,exchange-exchange,1787092073,2022-01-24 00:42:09
544,USDT,999998.9,999998.9,exchange-unknown,1787091951,2022-01-24 00:42:40
545,USDT,1745788,1745788,unknown-exchange,1787092158,2022-01-24 00:42:58
546,USDT,742049,742049,unknown-unknown,1787092245,2022-01-24 00:43:17
547,USDT,10468897,10468897,unknown-exchange,1787092223,2022-01-24 00:43:48
