,blockchain,amount_coin,amount_usd,from_to,id,date
511,USDT,642070.56,642070.56,unknown-unknown,1787488083,2022-01-24 14:40:29
512,USDT,4171380,4171380,exchange-exchange,1787488167,2022-01-24 14:40:35
513,USDT,568744.2,568744.2,unknown-unknown,1787488545,2022-01-24 14:41:12
514,USDT,2402523.5,2402523.5,unknown-unknown,1787488723,2022-01-24 14:41:24
515,USDT,1134509,1134509,unknown-unknown,1787488399,2022-01-24 14:42:14
516,USDT,1055933,1055933,exchange-unknown,1787488806,2022-01-24 14:42:44
517,USDT,500000,500000,exchange-unknown,1787488935,2022-01-24 14:44:42
518,BTC,21.736605,766560.6,exchange-exchange,1787489761,2022-01-24 14:45:43
519,USDT,600000,600000,exchange-unknown,1787488982,2022-01-24 14:46:02
520,USDT,3747566.8,3747566.8,unknown-unknown,1787489049,2022-01-24 14:46:08
521,USDT,1499680.1,1499680.1,exchange-exchange,1787491779,2022-01-24 14:46:14
522,USDT,997207.8,997207.8,unknown-unknown,1787489120,2022-01-24 14:46:33
523,USDT,599997.2,599997.2,unknown-exchange,1787489279,2022-01-24 14:46:58
524,USDT,800030.06,800030.06,unknown-unknown,1787489300,2022-01-24 14:47:41
525,XRP,1137313,660892.25,exchange-unknown,1787489342,2022-01-24 14:47:47
526,USDT,600000,600000,unknown-unknown,1787489330,2022-01-24 14:47:53
527,USDT,553786.7,553786.7,unknown-exchange,1787489392,2022-01-24 14:48:00
528,USDT,553986.3,553986.3,unknown-exchange,1787489585,2022-01-24 14:48:12
529,USDT,664414.5,664414.5,unknown-unknown,1787489709,2022-01-24 14:49:01
530,USDT,1228862,1228862,unknown-exchange,1787492092,2022-01-24 14:49:38
531,USDT,1611110.6,1611110.6,unknown-unknown,1787492459,2022-01-24 14:50:09
532,USDT,583837.6,583837.6,exchange-unknown,1787492053,2022-01-24 14:51:36
533,USDT,642848.1,642848.1,unknown-unknown,1787492189,2022-01-24 14:51:42
534,USDC,652726,652726,exchange-unknown,1787492710,2022-01-24 14:52:13
535,USDT,10000000,10000000,unknown-exchange,1787492249,2022-01-24 14:52:31
536,ETH,13000.1875,30555198,unknown-unknown,1787492796,2022-01-24 14:52:44
537,USDT,575241.56,575241.56,exchange-unknown,1787492473,2022-01-24 14:53:15
538,USDT,3400000,3400000,unknown-unknown,1787493171,2022-01-24 14:54:04
539,USDT,722187.75,722187.75,unknown-unknown,1787492568,2022-01-24 14:54:11
540,USDT,1025483.25,1025483.25,unknown-unknown,1787493236,2022-01-24 14:54:35
541,USDT,500000,500000,unknown-unknown,1787492691,2022-01-24 14:54:41
542,BUSD,2226330,2226330,unknown-unknown,1787493395,2022-01-24 14:55:19
543,ETH,583.0142,1362849.2,exchange-exchange,1787493471,2022-01-24 14:56:20
544,USDT,663801.56,663801.56,exchange-unknown,1787492966,2022-01-24 14:56:27
545,USDT,1589133.6,1589133.6,unknown-unknown,1787493651,2022-01-24 14:56:45
546,USDT,610948.25,610948.25,unknown-unknown,1787493664,2022-01-24 14:57:34
547,USDT,1589133.6,1589133.6,unknown-exchange,1787493791,2022-01-24 14:57:41
548,WBTC,67.66575,2386048.5,unknown-exchange,1787493869,2022-01-24 14:57:53
549,USDT,999625.94,999625.94,exchange-unknown,1787493986,2022-01-24 14:58:05
550,BTC,32.89377,1175173.6,exchange-exchange,1787494183,2022-01-24 14:58:18
551,USDT,500000,500000,exchange-unknown,1787494028,2022-01-24 14:58:24
552,USDT,929686.44,929686.44,unknown-unknown,1787494107,2022-01-24 14:58:49
553,USDT,562876.7,562876.7,unknown-unknown,1787496218,2022-01-24 14:59:13
554,USDT,1150000,1150000,unknown-unknown,1787496223,2022-01-24 14:59:39
555,USDT,548099,548099,unknown-exchange,1787496471,2022-01-24 14:59:45
556,USDC,650817.1,650817.1,exchange-unknown,1787496535,2022-01-24 14:59:51
557,TRX,27459686,1481114.1,exchange-unknown,1787496407,2022-01-24 15:00:04
558,USDT,1055933,1055933,unknown-unknown,1787496433,2022-01-24 15:00:28
559,USDT,924173.94,924173.94,unknown-unknown,1787496855,2022-01-24 15:00:41
560,EOS,349249.47,735451.7,exchange-exchange,1787496929,2022-01-24 15:01:30
561,USDT,1000000,1000000,unknown-unknown,1787497091,2022-01-24 15:01:43
562,USDT,3514999,3514999,unknown-unknown,1787497145,2022-01-24 15:01:49
563,USDT,1252788,1252788,unknown-exchange,1787497013,2022-01-24 15:01:55
564,USDT,1229375.8,1229375.8,unknown-exchange,1787497244,2022-01-24 15:02:13
565,USDT,1072350.8,1072350.8,exchange-unknown,1787497577,2022-01-24 15:02:32
566,USDT,548099,548099,exchange-exchange,1787497755,2022-01-24 15:03:28
567,BUSD,6606188,6606188,exchange-exchange,1787497884,2022-01-24 15:04:48
568,BUSD,4999344,4999344,unknown-exchange,1787498345,2022-01-24 15:04:54
569,USDT,812385,812385,unknown-exchange,1787498117,2022-01-24 15:05:56
570,USDT,543331.94,543331.94,unknown-unknown,1787498206,2022-01-24 15:06:02
571,USDT,500000,500000,exchange-unknown,1787498225,2022-01-24 15:06:33
572,ETH,1000.89813,2357046.5,exchange-exchange,1787498680,2022-01-24 15:06:39
573,ETH,746.75616,1758559.5,exchange-exchange,1787498985,2022-01-24 15:07:47
574,ETH,1000,2369449.8,unknown-unknown,1787499373,2022-01-24 15:08:06
575,USDT,500000,500000,unknown-unknown,1787499138,2022-01-24 15:08:19
576,USDT,500000,500000,unknown-exchange,1787499231,2022-01-24 15:08:31
577,USDT,543331.94,543331.94,unknown-exchange,1787499252,2022-01-24 15:09:08
578,BTC,23.723944,847530.06,unknown-unknown,1787502875,2022-01-24 15:09:15
579,LINK,118113,1773558.6,exchange-exchange,1787501744,2022-01-24 15:10:04
580,BTC,25,893116.75,exchange-exchange,1787499648,2022-01-24 15:10:41
581,LINK,104861.484,1574576.9,exchange-exchange,1787501801,2022-01-24 15:10:47
582,USDT,2000000,2000000,unknown-unknown,1787501974,2022-01-24 15:10:53
583,USDT,1000000,1000000,unknown-unknown,1787501732,2022-01-24 15:11:06
584,USDT,1000000,1000000,unknown-unknown,1787501829,2022-01-24 15:12:32
585,USDT,500000,500000,exchange-unknown,1787501923,2022-01-24 15:12:45
586,USDT,890000,890000,exchange-unknown,1787502004,2022-01-24 15:13:09
587,USDT,1000005,1000005,unknown-unknown,1787502024,2022-01-24 15:13:34
588,XRP,2000000,1176374.1,exchange-exchange,1787502142,2022-01-24 15:13:46
589,SAND,274965.06,794992.1,exchange-exchange,1787504922,2022-01-24 15:14:05
590,USDT,728863,728863,exchange-unknown,1787502388,2022-01-24 15:14:48
591,XRP,2004399.8,1186014.6,unknown-exchange,1787502435,2022-01-24 15:15:51
592,USDT,3890000,3890000,unknown-exchange,1787502550,2022-01-24 15:16:03
593,XRP,2506749.8,1479220.5,unknown-exchange,1787502644,2022-01-24 15:16:40
594,XRP,2703239.8,1605314.2,unknown-exchange,1787502784,2022-01-24 15:17:05
595,BTC,75,2719909.5,exchange-exchange,1787502918,2022-01-24 15:17:36
596,USDT,2589645.2,2589645.2,unknown-unknown,1787505412,2022-01-24 15:17:42
597,USDT,633209.4,633209.4,unknown-unknown,1787504913,2022-01-24 15:18:13
598,XRP,1899928.8,1129408,exchange-unknown,1787505025,2022-01-24 15:18:19
599,USDT,500000,500000,unknown-unknown,1787505139,2022-01-24 15:18:25
600,USDC,952088,952088,exchange-exchange,1787505973,2022-01-24 15:19:21
601,USDT,1074871,1074871,exchange-unknown,1787505237,2022-01-24 15:19:46
602,USDT,500000,500000,unknown-unknown,1787505320,2022-01-24 15:20:04
603,USDT,537444.7,537444.7,unknown-unknown,1787505436,2022-01-24 15:20:23
604,USDT,1850031.5,1850031.5,unknown-exchange,1787506231,2022-01-24 15:20:54
605,USDT,1000000,1000000,exchange-unknown,1787505598,2022-01-24 15:21:00
606,USDT,1000000,1000000,unknown-unknown,1787505624,2022-01-24 15:21:49
607,ETH,1510.7676,3633959,unknown-unknown,1787506266,2022-01-24 15:21:56
608,ETH,355.97736,856552.5,exchange-exchange,1787506571,2022-01-24 15:22:20
609,USDT,1074871,1074871,unknown-unknown,1787506087,2022-01-24 15:23:10
610,USDT,877503.2,877503.2,unknown-unknown,1787506160,2022-01-24 15:23:59
611,ETH,2295.9946,5524621,exchange-exchange,1787506654,2022-01-24 15:24:12
612,WBTC,23.33033,835978.4,exchange-unknown,1787506745,2022-01-24 15:24:18
613,USDT,1010974.44,1010974.44,unknown-exchange,1787506448,2022-01-24 15:24:30
614,ETH,315.40875,752788.2,exchange-unknown,1787507179,2022-01-24 15:25:14
615,ETH,398,949909.25,unknown-unknown,1787509332,2022-01-24 15:25:57
616,BTC,14.8939,539849.6,unknown-exchange,1787507268,2022-01-24 15:26:03
617,USDT,505838.62,505838.62,unknown-unknown,1787509519,2022-01-24 15:26:28
618,USDT,4290175.5,4290175.5,unknown-exchange,1787507201,2022-01-24 15:26:47
619,BUSD,1000000,1000000,exchange-unknown,1787509598,2022-01-24 15:26:53
620,ETH,3799.9937,9122288,exchange-unknown,1787509654,2022-01-24 15:27:17
621,BNB,2726.0107,999321.9,unknown-unknown,1787509720,2022-01-24 15:27:30
622,USDT,2901841,2901841,unknown-unknown,1787509769,2022-01-24 15:27:55
623,USDC,720000,720000,unknown-unknown,1787510138,2022-01-24 15:28:07
624,USDT,1060225.5,1060225.5,unknown-unknown,1787509981,2022-01-24 15:28:26
625,USDT,653896.9,653896.9,exchange-unknown,1787510303,2022-01-24 15:28:32
626,USDT,3997873.5,3997873.5,unknown-unknown,1787510372,2022-01-24 15:29:09
627,USDT,999950,999950,unknown-unknown,1787510403,2022-01-24 15:29:21
628,USDT,925047.9,925047.9,unknown-unknown,1787510638,2022-01-24 15:29:34
629,USDT,599996.75,599996.75,unknown-exchange,1787510512,2022-01-24 15:30:04
630,USDT,540000,540000,unknown-unknown,1787510530,2022-01-24 15:30:17
631,BNB,2715.6401,991664.25,unknown-unknown,1787510559,2022-01-24 15:30:29
632,USDT,500000,500000,unknown-exchange,1787510872,2022-01-24 15:30:42
633,ETH,762,1822711.5,exchange-exchange,1787510945,2022-01-24 15:31:06
634,USDT,540000,540000,unknown-unknown,1787510906,2022-01-24 15:31:25
635,USDT,1850706.2,1850706.2,unknown-unknown,1787511173,2022-01-24 15:31:31
636,USDT,1850706.2,1850706.2,unknown-exchange,1787511304,2022-01-24 15:31:56
637,XRP,956794.5,571542.44,exchange-exchange,1787511132,2022-01-24 15:32:02
638,USDT,999599.06,999599.06,exchange-unknown,1787511428,2022-01-24 15:32:27
639,XRP,4506416,2686921.5,exchange-unknown,1787511464,2022-01-24 15:33:04
640,USDC,600000,600000,exchange-unknown,1787511544,2022-01-24 15:33:22
641,XRP,1053128.5,629402.9,unknown-unknown,1787511478,2022-01-24 15:33:28
642,USDT,1586109.2,1586109.2,unknown-exchange,1787511475,2022-01-24 15:33:41
643,XRP,2904060,1735613.2,exchange-exchange,1787511504,2022-01-24 15:33:47
644,USDT,800000,800000,exchange-exchange,1787511645,2022-01-24 15:33:53
645,BUSD,800028.8,800028.8,exchange-exchange,1787511785,2022-01-24 15:34:06
646,BUSD,26152386,26152386,exchange-unknown,1787511880,2022-01-24 15:34:18
647,USDT,700000,700000,unknown-unknown,1787511704,2022-01-24 15:34:24
648,USDT,1230510.4,1230510.4,exchange-exchange,1787512021,2022-01-24 15:35:14
649,BUSD,4999344,4999344,exchange-exchange,1787512195,2022-01-24 15:35:20
650,USDC,728463.75,728463.75,exchange-unknown,1787512239,2022-01-24 15:35:44
651,USDT,1000000,1000000,unknown-unknown,1787512168,2022-01-24 15:35:51
652,ETH,473.89493,1135654.1,exchange-exchange,1787512462,2022-01-24 15:36:15
653,USDT,4523160,4523160,exchange-unknown,1787512538,2022-01-24 15:36:22
654,ETH,319.92587,754966,exchange-exchange,1787512890,2022-01-24 15:36:40
655,USDT,523403.1,523403.1,unknown-unknown,1787512575,2022-01-24 15:37:17
656,ETH,700.9266,1663966.2,exchange-exchange,1787513610,2022-01-24 15:37:23
657,LINK,39929.773,607443.25,exchange-exchange,1787516531,2022-01-24 15:37:48
658,USDT,2354784.2,2354784.2,unknown-unknown,1787516680,2022-01-24 15:40:04
659,QNT,10500,1038078.3,exchange-exchange,1787516897,2022-01-24 15:41:07
660,USDT,1851457.4,1851457.4,unknown-unknown,1787517052,2022-01-24 15:41:19
661,ETH,343,815218.5,exchange-exchange,1787517067,2022-01-24 15:42:15
662,USDT,1851457.4,1851457.4,unknown-exchange,1787517180,2022-01-24 15:42:21
663,BUSD,1249957.9,1249957.9,unknown-exchange,1787517272,2022-01-24 15:42:40
664,USDT,550000,550000,unknown-unknown,1787517314,2022-01-24 15:43:17
665,PAXG,876.54675,1621811.8,exchange-exchange,1787517437,2022-01-24 15:43:42
666,USDT,550000,550000,unknown-unknown,1787517511,2022-01-24 15:44:00
667,USDT,1400000,1400000,unknown-unknown,1787517813,2022-01-24 15:44:56
668,USDT,1000000,1000000,unknown-unknown,1787518120,2022-01-24 15:45:40
669,USDC,3196803.2,3196803.2,exchange-exchange,1787518180,2022-01-24 15:46:18
670,USDC,523126.16,523126.16,exchange-exchange,1787518391,2022-01-24 15:46:43
671,USDT,550000,550000,exchange-exchange,1787518531,2022-01-24 15:46:49
672,USDC,524759.7,524759.7,exchange-exchange,1787518609,2022-01-24 15:47:01
673,WBTC,50.046772,1788448,exchange-exchange,1787518883,2022-01-24 15:47:07
674,USDT,676000,676000,unknown-unknown,1787518557,2022-01-24 15:47:26
675,XRP,1577905,942787.4,exchange-unknown,1787518867,2022-01-24 15:47:32
676,USDT,989500,989500,unknown-unknown,1787519253,2022-01-24 15:48:03
677,USDT,2511974.2,2511974.2,exchange-unknown,1787519417,2022-01-24 15:48:22
678,USDT,2511974.2,2511974.2,unknown-unknown,1787519516,2022-01-24 15:48:34
679,ETH,325,772920.3,exchange-unknown,1787519628,2022-01-24 15:48:53
680,USDT,997207.8,997207.8,unknown-unknown,1787519434,2022-01-24 15:49:12
681,USDT,595795.3,595795.3,unknown-exchange,1787519732,2022-01-24 15:49:18
682,USDT,530000,530000,unknown-unknown,1787519782,2022-01-24 15:50:08
683,SAND,174337.25,512171.34,unknown-unknown,1787520317,2022-01-24 15:50:14
684,USDT,1256972,1256972,unknown-unknown,1787520262,2022-01-24 15:51:53
685,USDT,599965,599965,unknown-unknown,1787520805,2022-01-24 15:52:36
686,ETH,499.99036,1189364.6,unknown-exchange,1787520844,2022-01-24 15:52:48
687,USDT,4000000,4000000,unknown-unknown,1787520932,2022-01-24 15:52:55
688,ETH,299.9199,718820.7,unknown-exchange,1787521239,2022-01-24 15:53:38
689,USDT,2101692.5,2101692.5,unknown-unknown,1787521100,2022-01-24 15:54:22
690,USDT,599965,599965,unknown-unknown,1787521394,2022-01-24 15:54:34
691,USDT,699965,699965,exchange-unknown,1787521421,2022-01-24 15:54:53
692,USDT,925418.5,925418.5,unknown-exchange,1787521481,2022-01-24 15:54:59
693,USDT,637656.5,637656.5,unknown-unknown,1787521522,2022-01-24 15:55:11
694,USDT,1851922.2,1851922.2,unknown-unknown,1787521636,2022-01-24 15:55:24
695,USDT,500000,500000,exchange-unknown,1787521563,2022-01-24 15:55:36
696,USDT,4000000,4000000,unknown-unknown,1787521745,2022-01-24 15:55:42
697,SAND,196347.28,574773,unknown-unknown,1787521762,2022-01-24 15:55:55
698,USDT,1082604.5,1082604.5,unknown-unknown,1787521735,2022-01-24 15:56:01
699,USDT,1528195,1528195,unknown-exchange,1787522036,2022-01-24 15:56:13
700,USDT,1535992,1535992,unknown-exchange,1787522240,2022-01-24 15:56:19
701,USDT,519255,519255,exchange-unknown,1787521898,2022-01-24 15:56:25
702,USDT,999964,999964,exchange-exchange,1787522381,2022-01-24 15:56:56
703,USDT,500000,500000,unknown-unknown,1787522439,2022-01-24 15:57:46
704,USDT,519255,519255,unknown-exchange,1787522145,2022-01-24 15:57:58
705,USDT,500000,500000,unknown-unknown,1787522738,2022-01-24 15:58:42
706,ETH,299.1899,719688.6,exchange-exchange,1787522777,2022-01-24 15:59:19
707,USDT,828000,828000,unknown-unknown,1787523046,2022-01-24 15:59:25
708,USDT,500000,500000,unknown-unknown,1787523170,2022-01-24 16:00:27
709,ETH,250,598543.94,unknown-unknown,1787523274,2022-01-24 16:00:57
710,USDT,500000,500000,unknown-unknown,1787523561,2022-01-24 16:01:41
711,USDT,700000,700000,unknown-unknown,1787523601,2022-01-24 16:02:12
712,USDT,500000,500000,unknown-unknown,1787523701,2022-01-24 16:02:43
713,USDT,700000,700000,exchange-exchange,1787523933,2022-01-24 16:03:01
714,XRP,3696786,2203579.8,exchange-unknown,1787523841,2022-01-24 16:03:32
715,USDT,500000,500000,exchange-exchange,1787524014,2022-01-24 16:03:44
716,BUSD,8998644,8998644,exchange-exchange,1787524201,2022-01-24 16:03:57
717,USDT,630000,630000,unknown-unknown,1787523970,2022-01-24 16:04:22
718,USDT,925784.75,925784.75,unknown-exchange,1787524342,2022-01-24 16:04:28
719,USDT,1852619.2,1852619.2,unknown-unknown,1787524600,2022-01-24 16:06:00
720,USDT,1800000,1800000,unknown-exchange,1787524640,2022-01-24 16:06:25
721,ETH,599.037,1438186.6,exchange-exchange,1787524757,2022-01-24 16:06:37
722,USDT,1852619.2,1852619.2,unknown-exchange,1787524866,2022-01-24 16:06:44
723,USDT,604866.4,604866.4,unknown-exchange,1787525190,2022-01-24 16:07:08
724,USDC,1408500,1408500,unknown-unknown,1787525224,2022-01-24 16:08:10
725,USDT,596303.1,596303.1,unknown-unknown,1787525451,2022-01-24 16:08:29
726,USDT,711520,711520,exchange-unknown,1787525949,2022-01-24 16:09:12
727,USDT,711520,711520,unknown-unknown,1787526289,2022-01-24 16:10:26
728,USDT,761259,761259,unknown-unknown,1787526539,2022-01-24 16:11:41
729,USDT,2399987.5,2399987.5,unknown-exchange,1787526616,2022-01-24 16:12:55
730,BUSD,5999962,5999962,unknown-unknown,1787526848,2022-01-24 16:13:45
731,USDT,993045.06,993045.06,exchange-unknown,1787526789,2022-01-24 16:14:10
732,XRP,1179334.2,699217,exchange-unknown,1787526936,2022-01-24 16:14:28
733,USDT,685549.3,685549.3,exchange-exchange,1787527355,2022-01-24 16:15:11
734,USDT,539994,539994,exchange-exchange,1787527486,2022-01-24 16:16:01
735,USDT,5000000,5000000,unknown-unknown,1787527514,2022-01-24 16:16:07
736,USDT,843685.5,843685.5,exchange-exchange,1787527523,2022-01-24 16:16:13
737,USDT,1140610.5,1140610.5,unknown-unknown,1787527279,2022-01-24 16:16:32
738,XRP,1128543.8,669037.44,exchange-unknown,1787527304,2022-01-24 16:17:27
739,USDT,1853390,1853390,unknown-unknown,1787527702,2022-01-24 16:17:46
740,BNB,50058.09,18161910,unknown-unknown,1787527681,2022-01-24 16:17:59
741,ETH,324.58865,769632,unknown-unknown,1787527977,2022-01-24 16:20:21
742,USDT,800000,800000,unknown-unknown,1787527845,2022-01-24 16:21:17
743,USDT,716396.7,716396.7,exchange-unknown,1787528356,2022-01-24 16:21:29
744,USDT,926136.56,926136.56,unknown-exchange,1787528409,2022-01-24 16:22:13
745,ETH,1113.2852,2633018,exchange-exchange,1787528475,2022-01-24 16:22:50
746,USDT,632903.25,632903.25,unknown-exchange,1787528598,2022-01-24 16:23:33
747,USDT,600400.8,600400.8,unknown-unknown,1787528236,2022-01-24 16:24:35
748,XRP,4000000,2370554,exchange-unknown,1787528376,2022-01-24 16:25:18
749,USDT,630800,630800,unknown-exchange,1787528706,2022-01-24 16:25:24
750,USDT,1068203.5,1068203.5,unknown-unknown,1787528918,2022-01-24 16:25:49
751,USDT,886850.5,886850.5,unknown-unknown,1787529303,2022-01-24 16:26:51
752,USDT,1499997.5,1499997.5,unknown-unknown,1787529101,2022-01-24 16:27:53
753,ETH,640,1509917.6,exchange-exchange,1787529608,2022-01-24 16:28:24
754,GUSD,816598.5,809827.94,unknown-exchange,1787529773,2022-01-24 16:30:03
755,USDT,886850.5,886850.5,unknown-unknown,1787529842,2022-01-24 16:30:21
756,USDT,1499997.5,1499997.5,unknown-exchange,1787529475,2022-01-24 16:31:05
757,ETH,510,1203215.6,exchange-unknown,1787529886,2022-01-24 16:31:11
758,ETH,509.99417,1208868.9,unknown-exchange,1787529898,2022-01-24 16:31:24
759,WBTC,21.99974,790958.25,exchange-exchange,1787530030,2022-01-24 16:31:30
760,ETH,244.9615,580646.5,exchange-exchange,1787530111,2022-01-24 16:32:38
761,ETH,1499.9224,3552306.2,exchange-exchange,1787530216,2022-01-24 16:32:56
762,USDT,1853977.8,1853977.8,exchange-exchange,1787530319,2022-01-24 16:33:27
763,BUSD,817533.1,817533.1,exchange-exchange,1787530460,2022-01-24 16:33:34
764,USDC,1249989,1249989,exchange-exchange,1787530475,2022-01-24 16:34:11
765,ETH,624.9956,1476852.6,exchange-exchange,1787530595,2022-01-24 16:34:48
766,USDT,8000000,8000000,unknown-exchange,1787530659,2022-01-24 16:34:54
767,USDT,2999777,2999777,exchange-exchange,1787530747,2022-01-24 16:35:13
768,ETH,1564.9941,3693510,unknown-exchange,1787530946,2022-01-24 16:35:31
769,USDT,999998.9,999998.9,unknown-unknown,1787530993,2022-01-24 16:36:15
770,ETH,1149.5042,2711422.8,exchange-unknown,1787531170,2022-01-24 16:36:40
771,USDT,999998.9,999998.9,unknown-unknown,1787531142,2022-01-24 16:36:58
772,HUSD,2296221.8,2296221.8,unknown-exchange,1787531421,2022-01-24 16:37:35
773,USDT,512500,512500,unknown-unknown,1787531553,2022-01-24 16:37:54
774,USDT,1999997.8,1999997.8,unknown-exchange,1787531560,2022-01-24 16:38:50
775,USDT,1853032.4,1853032.4,unknown-unknown,1787531779,2022-01-24 16:38:56
776,ETH,637.9978,1498706.8,exchange-exchange,1787531923,2022-01-24 16:39:14
777,USDT,925998.6,925998.6,unknown-exchange,1787532194,2022-01-24 16:39:39
778,USDT,1056068.5,1056068.5,unknown-unknown,1787532515,2022-01-24 16:40:29
779,BTC,39.394806,1420152.1,unknown-unknown,1787538515,2022-01-24 16:41:30
780,BTC,24.03122,866306.75,unknown-unknown,1787533428,2022-01-24 16:44:05
781,USDT,1531480,1531480,unknown-unknown,1787537300,2022-01-24 16:44:42
782,USDT,500000,500000,exchange-exchange,1787537402,2022-01-24 16:45:01
783,USDT,1235429.6,1235429.6,unknown-unknown,1787537754,2022-01-24 16:46:40
784,USDT,3703338.5,3703338.5,exchange-exchange,1787537982,2022-01-24 16:46:46
785,USDT,1968072.2,1968072.2,exchange-exchange,1787538252,2022-01-24 16:46:58
786,BTC,31.46359,1125700.5,unknown-unknown,1787540883,2022-01-24 16:47:11
787,BTC,212.71065,7610335.5,unknown-unknown,1787538552,2022-01-24 16:49:03
788,BTC,63.250633,2269056.8,unknown-unknown,1787540907,2022-01-24 16:52:28
789,USDT,1853614.8,1853614.8,unknown-unknown,1787543190,2022-01-24 16:52:46
790,EOS,1900000,4077057.2,exchange-exchange,1787543139,2022-01-24 16:53:24
791,USDT,569000,569000,unknown-unknown,1787543217,2022-01-24 16:56:24
792,USDT,926359.4,926359.4,unknown-unknown,1787543720,2022-01-24 16:56:42
793,USDT,1051629.5,1051629.5,unknown-unknown,1787543245,2022-01-24 16:56:55
794,USDT,1000000,1000000,exchange-unknown,1787543272,2022-01-24 16:57:01
795,USDT,653999.2,653999.2,unknown-unknown,1787543684,2022-01-24 16:57:20
796,ETH,299.0799,715269.1,exchange-exchange,1787544211,2022-01-24 16:59:48
797,ETH,439.99374,1052273.8,exchange-unknown,1787544264,2022-01-24 17:01:39
798,ETH,408,975758.6,exchange-unknown,1787544306,2022-01-24 17:02:04
799,USDT,3706647.2,3706647.2,exchange-exchange,1787544547,2022-01-24 17:02:10
800,USDT,8331344,8331344,unknown-exchange,1787544601,2022-01-24 17:03:31
801,USDT,729100,729100,exchange-exchange,1787544639,2022-01-24 17:03:49
802,USDT,1854199.5,1854199.5,unknown-unknown,1787544767,2022-01-24 17:03:56
803,ETH,567,1346447.4,exchange-unknown,1787544890,2022-01-24 17:04:14
804,ETH,786,1866503.8,exchange-exchange,1787544926,2022-01-24 17:04:27
805,USDT,954000,954000,unknown-unknown,1787544802,2022-01-24 17:04:51
806,ETH,299.02,712803.56,exchange-exchange,1787545148,2022-01-24 17:04:58
807,USDT,1670874.6,1670874.6,unknown-unknown,1787545247,2022-01-24 17:05:41
808,USDT,850000,850000,unknown-unknown,1787545143,2022-01-24 17:06:18
809,USDT,3820666.5,3820666.5,unknown-exchange,1787545319,2022-01-24 17:06:43
810,USDT,592156.5,592156.5,exchange-unknown,1787545495,2022-01-24 17:06:55
811,USDT,1000000,1000000,unknown-unknown,1787545615,2022-01-24 17:07:14
812,ETH,400,952467.5,unknown-unknown,1787545886,2022-01-24 17:08:03
813,USDT,4658797,4658797,unknown-unknown,1787546016,2022-01-24 17:08:59
814,USDT,799264.6,799264.6,unknown-exchange,1787546336,2022-01-24 17:09:36
815,USDT,926720.3,926720.3,unknown-exchange,1787546479,2022-01-24 17:10:31
816,USDT,1185264,1185264,unknown-unknown,1787546272,2022-01-24 17:11:15
817,WBTC,919.7432,33461402,exchange-exchange,1787546640,2022-01-24 17:11:21
818,USDT,1999800,1999800,unknown-unknown,1787546690,2022-01-24 17:12:29
819,XRP,1924047.8,1145326.9,exchange-exchange,1787546744,2022-01-24 17:12:35
820,WBTC,990,35604844,exchange-unknown,1787547009,2022-01-24 17:13:50
821,XLM,8006910,1540485.1,exchange-unknown,1787547099,2022-01-24 17:14:21
822,USDT,1854814.5,1854814.5,unknown-unknown,1787547234,2022-01-24 17:14:53
823,XLM,5000058,961983.44,unknown-unknown,1787547199,2022-01-24 17:14:59
824,USDT,1854814.5,1854814.5,unknown-exchange,1787547468,2022-01-24 17:15:12
825,ETH,5969.9956,14365352,exchange-exchange,1787547696,2022-01-24 17:15:36
826,ETH,210.00075,501517.78,exchange-unknown,1787548161,2022-01-24 17:16:01
827,XRP,1082329.9,649593,exchange-unknown,1787547969,2022-01-24 17:17:21
828,USDT,799840.7,799840.7,unknown-unknown,1787548556,2022-01-24 17:17:34
829,USDC,1100000,1100000,unknown-unknown,1787548769,2022-01-24 17:19:06
830,USDT,893652,893652,unknown-unknown,1787548338,2022-01-24 17:19:56
831,USDT,1159882.6,1159882.6,unknown-unknown,1787548446,2022-01-24 17:20:27
832,USDT,1059200.5,1059200.5,unknown-unknown,1787548654,2022-01-24 17:21:10
833,USDC,1501082.1,1501082.1,unknown-unknown,1787549144,2022-01-24 17:22:30
834,USDT,7518542.5,7518542.5,unknown-exchange,1787549098,2022-01-24 17:22:49
835,BTC,31.164244,1113183,unknown-unknown,1787552085,2022-01-24 17:25:23
836,BTC,26.2996,939418.5,exchange-exchange,1787549623,2022-01-24 17:26:00
837,ETH,1580,3775923.2,unknown-unknown,1787551811,2022-01-24 17:26:25
838,USDT,1159882.6,1159882.6,unknown-unknown,1787551928,2022-01-24 17:27:59
839,BTC,195.31572,7064115.5,unknown-unknown,1787552135,2022-01-24 17:30:52
840,USDT,8999999,8999999,exchange-unknown,1787552060,2022-01-24 17:30:58
841,USDT,899994.6,899994.6,unknown-exchange,1787556333,2022-01-24 17:31:47
842,USDT,997207.8,997207.8,unknown-unknown,1787556365,2022-01-24 17:32:12
843,USDT,838313.7,838313.7,unknown-exchange,1787556628,2022-01-24 17:32:31
844,ETH,500.16946,1207145.4,unknown-exchange,1787556675,2022-01-24 17:32:37
845,USDT,1000000,1000000,unknown-exchange,1787556888,2022-01-24 17:33:02
846,USDT,8999999,8999999,unknown-exchange,1787556989,2022-01-24 17:33:33
847,USDT,600000,600000,exchange-unknown,1787557232,2022-01-24 17:34:10
848,USDT,842030,842030,unknown-unknown,1787557405,2022-01-24 17:34:40
